HelyreigazitasID;SajtotermekID;CikkCim;CikkURL;CikkDatum;CikkIdo;HelyreigazitasSzoveg;HelyreigazitasURL;HelyreigazitasDatum;HelyreigazitasIdo;HelyreigazitasJelolve
27;2;Menesztik az Index főszerkesztőjét, az Indamedia megvette az Index részvényeit;https://444.hu/2020/11/23/hvg-menesztik-szombathy-palt-az-index-foszerkesztojet;2020/11/23;14:48;A 444.hu oldalon 2020. november 23. napján „Menesztik az Index főszerkesztőjét, az Indamedia megvette az Index részvényeit” címmel megjelent cikkünkben valótlanul állítottuk, hogy: „Másfél hete a Mandiner és az orbanviktor.hu korábbi főszerkesztője, Balogh Ákos Gergely főszerkesztő-helyettes távozott.” A valóság ezzel szemben az, hogy Balogh Ákos Gergely nem volt korábban az orvanviktor.hu főszerkesztője, az oldalon semmiféle szerkesztői, tartalmi tevékenységet nem végzett, vállalkozása kizárólag programozással és szerverüzemeltetéssel kapcsolatos szolgáltatásokat nyújtott az oldal működéséhez.;https://444.hu/2020/12/28/helyreigazitas;2020/12/28;10:57;0
28;2;Újra régi az Index: visszatért Balogh Ákos Gergely;https://444.hu/2020/12/12/ujra-regi-az-index-visszatert-balogh-akos-gergely;2020/12/12;20:27;"A 444.hu oldalon 2020. december 12. napján ""Újra régi az Index: visszatért Balogh Ákos Gergely"" címmel megjelent cikkünkben valótlanul állítottuk, hogy: ""Az idő azonban az orbanviktor.hu-nál és a mandiner.hu-nál évtizedes szerkesztői tapasztalatokat szerző B.Á.G.-ot igazolta az igazgatósággal való birkózásban láthatóan megfáradt egykori sportriporter Szombathyval szemben."" A valóság ezzel szemben az, hogy Balogh Ákos Gergely nem volt korábban az orvanviktor.hu főszerkesztője, az oldalon semmiféle szerkesztői, tartalmi tevékenységet nem végzett, vállalkozása kizárólag programozással és szerverüzemeltetéssel kapcsolatos szolgáltatásokat nyújtott az oldal működéséhez.";https://444.hu/2020/12/28/helyreigazitas;2020/12/28;10:57;0
29;14;Vona házhoz ment a székely pofonért Marosvásárhelyen;https://www.origo.hu/itthon/20180303-vonat-beegettek-a-szekelyek.html;2018/03/03;18:30;"Az internetes portálunkon 2018. március 3-án „Vona házhoz ment a székely pofonért Marosvásárhelyen"" címmel megjelent cikkben valótlanul állítottuk, hogy Vona Gábor a Jobbik Magyarországért Mozgalom elnöke felesküdött Allahra.";;;;
30;22;Kormányváltás esetén több száz vezető beosztású embert rúgnának ki Gyurcsányék;https://hirtv.hu/ahirtvhirei/gyurcsany-titkos-egyeztetese-2507863;2020/09/08;11:47;"2020. szeptember 08. napján a www.hirtv.hu online felületünkön közzétett „Kormányváltás esetén több száz vezető beosztású embert rúgnának ki Gyurcsányék” című online cikkünkben valótlanul állítottuk, hogy Gyurcsány Ferenc titkos megbeszélést folytatott, egyeztetett a színművészeti egyetemről Karácsony Gergellyel és Alföldi Róberttel, továbbá az intézmény egyik diákjával és az Egyetem-foglalás egyik szervezőjével, és így valótlanul állítottuk azt is, hogy ezen a megbeszélésen elhangzott volna, hogy a tüntetést tömegessé kell tenni és ki kell terjeszteni vidékre is.

Lapunk 2020.szeptember 8.-i számában „Kormányváltás esetén több száz vezető beosztású embert rúgnának ki Gyurcsányék” címmel megjelent cikkében valótlanul állítottuk, hogy felperes (Alföldi Róbert) 3 nappal a cikk megjelenése előtt Gyurcsány Ferenccel és Karácsony Gergellyel titokban egyeztetett a Színház- és Filmművészeti Egyetemről.";;2020/11/23;09:00;1
31;2;Úgy veszünk nyugati LNG-t, hogy közben még több orosz gázt vásárolunk;https://444.hu/2020/10/05/ugy-veszunk-nyugati-lng-t-hogy-kozben-meg-tobb-orosz-gazt-vasarolunk;2020/10/05;05:04;"A PPD irányából az üzlethez nem közvetlenül kötődő szereplők"" semmilyen módon nem kerülnek kifizetésre, ilyen jellegű, ""az üzlethez nem közvetlenül kötődő szereplők'' nincsenek.";;;;1
32;12;Sokat tudhat Gyurcsány sötét dolgairól a volt macedón miniszterelnök. Kiborul a balkáni bili?;https://ripost.hu/insider/2018/11/sokat-tudhat-gyurcsany-sotet-dolgairol-a-volt-macedon-miniszterelnok-kiborul-a-balkani-bili;2018/11/16;07:00;A 2018. november 16. napján megjelent „Sokat tudhat Gyurcsány sötét dolgairól a volt macedón miniszterelnök. Kiborul a balkáni bili?” című cikkünkben valótlanul állítottuk, hogy Dobrev Klára édesapja, Petar Dobrev bolgár kommunista titkosszolgálati fedőcégek vezetője volt;;;;1
33;20;Megszólal a Mi Hazánk munkatársnője, akit hetek óta zaklat levakarhatatlanul Gréczy Zsolt (PS-videó – frissítve!);https://pestisracok.hu/megszolal-a-mi-hazank-munkatarsnoje-akit-hetek-ota-zaklat-levakarhatatlanul-greczy-zsolt-ps-video/;2019/12/13;15:42;A cikkben valótlanul híreszteltük, hogy Gréczy Zsolt hetek óta zaklatja a Mi Hazánk parlamenti munkatársnőjét, valótlanul híreszteltük, hogy egy bevásárlóközpontban kétszer is rajtaütött, megérintette. A valóságban két alkalommal találkoztak egy bevásárlóközpontban és egyszer érintette meg.;;2020/07/24;09:49;1
34;2;Maruzsa szerint szóba jöhet az érettségi elhalasztása, de egyelőre mindenki fókuszáljon a felkészülésre;https://444.hu/2020/03/20/maruzsa-szerint-szoba-johet-az-erettsegi-elhalasztasa-de-egyelore-mindenki-fokuszaljon-a-felkeszulesre;2020/03/20;06:55;A „Maruzsa szerint szóba jöhet az érettségi elhalasztása, de egyelőre mindenki fókuszáljon a felkészülésre” című cikkünkben azt a hamis látszatot keltettük, mintha Maruzsa Zoltán, az Emmi köznevelésért felelős államtitkára a saját álláspontjaként közölte volna, hogy a pedagógusoknak a kialakult járványügyi helyzetben több szabadideje van. A cikkünk ugyanis azt a valós tényt, hogy Maruzsa Zoltán egy interjú során azt mondta, hogy hallott már olyan álláspontot is, hogy most azzal, hogy nem kell bemenni, nem kell hazamenni, és teljesen átalakult az oktatás, ez számos kolléga esetén inkább némi szabadidőt generált, abban a hamis színben tüntette fel, mintha ez a saját álláspontja lenne.”;;2020/03/27;;1
35;2;Rég nem látott dilemmák elé állítja a kormányokat a koronavírus-járvány;https://444.hu/2020/03/19/reg-nem-latott-dilemmak-ele-allitja-a-kormanyokat-a-koronavirus-jarvany;2020/03/19;09:24;E cikk eredeti verziójában valótlanul állítottuk, hogy Marton Péter a magyar kormányról bármit mondott volna az alábbi videóbeszélgetésben. Valótlanul állítottuk, hogy Marton Péter szerint a kormányok kettős játékot játszanak. Valótlanul állítottuk, hogy Marton Péter szerint a járványügyi fegyelem veszélyes a gazdaságra nézve. E cikk eredeti verziójában valótlanul állítottuk, hogy Marton Péter a tesztelés leállításáért kritizált volna kormányokat. ;;;;1
36;2;CÖF: Közösség elleni uszítás megalapozott gyanújával nyomozást rendeltek el Niedermüller szavai miatt;https://444.hu/2020/02/13/cof-a-nemzeti-nyomozo-iroda-kozosseg-elleni-uszitas-megalapozott-gyanujaval-nyomozast-rendelt-el-niedermuller-szavai-miatt;2020/02/13;15:17;"

Írásunkban, amelyben idéztük a CÖF-CÖKA azon 2020. február 13-án kelt közleményét, amely szerint a feljelentésükben foglalt közösség elleni uszítás bűncselekményének megalapozott gyanúja miatt nyomozást rendelt el a Nemzeti Nyomozó Iroda, azzal a kijelentésünkkel, hogy „egy napja még azt állította a CÖF-CÖKA, hogy garázdaság miatt tettek feljelentést”, azt a hamis látszatot keltettük, hogy a CÖF-CÖKA az érintett feljelentés tárgya vonatkozásában valótlan információkkal félrevezette a közvéleményt.

A valóság ezzel szemben az, hogy 2020. január 31. napján a CÖF-CÖKA feljelentést tett közösség tagja elleni erőszak, illetve közösség elleni uszítás bűncselekmények elkövetése alapos gyanújára hivatkozással, 2020. február 12. napján pedig bejelentette, hogy feljelentés-kiegészítést terjeszt elő garázdaság bűncselekményének alapos gyanúja miatt.

A fentiekért a Civil Összefogás Közhasznú Alapítványtól elnézést kérünk.
";https://444.hu/2020/02/14/helyreigazitas;2020/02/14;15:55;0
37;25;A kerület pénzén járt Las Vegasba, 25 milliót utazott el az újbudai cégvezető;https://24.hu/belfold/2020/02/06/janurik-lajos-ujbuda-utazas-onkormanyzat/;2020/02/06;06:02;"Cikkünk első verziójában tévesen állítottuk, hogy Janurik Lajos plagizált informatikai stratégiát adott el a kerületnek. A hibát korrigáltuk, az érintettől elnézést kérünk.

Cikkünk első változatában tévesen állítottuk, hogy Janurik Lajos cége 200 ezer forintos óradíjért adott tanácsokat a járási hivatalok informatikai szakértői szolgáltatására, valójában a szolgáltatás napi díja volt ennyi.";;;;1
38;8;Németh Sándor: Korábban jómagam is foglalkoztam a jógával;https://hvg.hu/elet/20191121_Nemeth_Sandor_Korabban_jo_magam_is_foglalkoztam_a_jogaval;2019/11/21;17:18;"A hvg.hu csütörtökön délután ""Németh Sándor, Hit Gyülekezete"" aláírással, a gyülekezet e-mailjére hasonlító címről levelet kapott. Ennek szerzője kommentárt kívánt fűzni korábbi híradásunkhoz, amelyben beszámoltunk róla, hogy egy videófelvétel szerint a Hit Gyülekezetét vezető Németh Sándor szerint a jógázás démonokat energizál. A hozzászólásnak helyt adtunk, ám csütörtök este a Hit Gyülekezete közleményben jelentette ki, hogy Németh Sándor ilyen levelet nem írt, tehát cáfolják a csütörtöki levélben szereplő, Németh Sándornak tulajdonított mondatokat. Az érintettől és olvasóinktól elnézést kérünk.";;2019/11/21;21:57;1
39;26;Jogerős: nem híresztelt valótlanságot a Délmagyar Ujhelyiről;https://szegedma.hu/2019/08/jogeros-nem-hiresztelt-valotlansagot-a-delmagyar-ujhelyirol;2019/08/03;14:42;"A 2019. augusztus 3. napján megjelent „ Jogerős: nem híresztelt valótlanságot a Délmagyar Ujhelyiről” című cikkünkben a Délmagyar alapján valótlanul híreszteltük, hogy a Szegedi Ítélőtábla jogerős ítélete szerint a Délmagyarország nem híresztelt valótlanságot Ujhelyi István szocialista politikusról. Valótlanul híreszteltük, hogy a sajtóper folyamán a Szeviép-ügy másik vádlottja, Pistrui László megerősítette Baranyi állítását. Ezzel szemben a valóság az, hogy mind a delmagyar.hu szerkesztősége, mind pedig szerkesztőségünk jogerősen elvesztette az Ujhelyi István által a Baranyi Sándor volt Szeviép-vezérigazgatóval készített interjúval kapcsolatos cikkek miatt kezdeményezett sajtópereket; a delmagyar.hu szerkesztősége 2019. augusztus 3. napján tette közzé a Szegedi Ítélőtábla által érdemben helybenhagyott helyreigazítást.";https://szegedma.hu/2019/10/helyreigazitas-4;2019/10/23;13:00;1
40;27;Káosz az Országos Bírói Tanácsban;https://www.magyaridok.hu/belfold/kaosz-az-orszagos-biroi-tanacsban-3075502/;2018/05/09;06:35;"A Magyar Idők 2018. május 9. napján megjelent napilapjában és online kiadásában is közölt Káosz az Országos Bírói Tanácsban című írásában valótlanul híreszteltük azt, hogy dr. Vasvári Csaba bíró a Fővárosi Törvényszéken ellátott ítélkezési tevékenysége mellett csak névleg látja el csoportvezető feladatait a Pesti Központi Kerületi Bíróságon, azonban az ezért járó pótlékot annak ellenére felveszi, hogy ilyen tevékenységet nem végez.

A Magyar Idők 2018. május 9. napján megjelent napilapjában és online kiadásában is közölt Káosz az Országos Bírói Tanácsban című írásában valótlanul híreszteltük azt, hogy dr. Vadász Viktor bíró érintett lehet abban, hogy a Központi Nyomozó Ügyészség által ismeretlen tettes ellen folytatott nyomozásban, mely azzal a gyanúval indult, hogy az úgynevezett Budaházy-ügyben nem az ügyben eljárt bíró írta meg az ítéletet, hanem helyette valaki más.";https://magyarnemzet.hu/belfold/2019/10/helyreigazitas-7;2019/10/15;09:05;0
41;27;Káosz az Országos Bírói Tanácsban;https://www.magyaridok.hu/belfold/kaosz-az-orszagos-biroi-tanacsban-3075502/;2018/05/09;06:35;"Megsértettük dr. Hilbert Edit felperes jóhírnevét az általunk kiadott és üzemeltetett Magyar Idők és www.magyaridok.hu elnevezésű sajtótermékben az alábbiak szerint:
    a www.magyaridok.hu online felületen 2018. május 9-én közzétett „Káosz az Országos Bírói Tanácsban”
    a www.magyaridok.hu online felületen 2018. augusztus 21-én közzétett, „Botrányos lassúsággal dolgozik az ellenzéki sajtó kedvenc bírája?”
    a www.magyaridok.hu és a Magyar Idők online és nyomtatott sajtótermékekben 2018. augusztus 24-én közzétett „Kettős mérce a haza bíróságokon”,
    a www.magyarirok.hu online felületen 2018. október 9-n közzétett „Lemondásra szólította fel a bírói kar az Országos Bírói Tanácsot”,
    a Magyar Idők nyomtatott sajtótermékben és a www.magyaridok.hu online felületen 2018. október 10-én közzétett „Lemondásra szólították fel a küldöttek az OBT taját”,
    a Magyar Nemzet nyomtatott sajtótermékben és a www.magyaridok.hu online felületen 2019. május 16-án közzétett „Sértettségből támadhatták meg Handó Tündét” című cikkben

annak valótlan híresztelésével, hogy

-  a felperes több mint egy évig nem látta el bírói feladatait, és ezen mulasztás miatt kizárólag azért nem indul fegyelmi eljárás ellene, mert az Országos Bírói Tanács számára mentességet biztosít,
- a felperest hanyag bírói munkája miatt több fegyelmi eljárás fenyegette,
- a felperes fegyelmi felelősséget megalapozó hanyagsággal végezte a munkáját, és a fegyelmi felelősség alól az Országos Bírói Tanácsban viselt tagság által biztosított mentelmi jog által igyekezett kibújni, 
- a felperes nagy nyilvánosság előtt gyakran megalázta a kollégáit, és a Handó Tünde emberének tekintett bírókat minden alap nélkül hátrányosan megkülönböztette a javadalmazásuk tekintetében, továbbá azon valós tényt, hogy
- a felperes tanácsához a Budapest Környéki Törvényszéken sok olyan ügy tartozott, amely évek óta volt folyamatban abban a hamis színben tüntette el, hogy a felperes fegyelmi jogsértést kétségtelenül megalapozó, önhibájából eredő mulasztásai eredményezték az ügyek elhúzódását, amelyek miatt csak azért nem indult eljárás ellen, mert az Országos Bírói Tanácsan viselt tagsága az eljárás akadályát képezte, valamint, hogy
-  a felperes által vezetett Országos Bírói Tanács kritikákat fogalmazott meg a magyar bírósági igazgatási rendszerrel szemben, abban a hamis színben tüntette fel, hogy a kritikák pártpolitikai motivációkból születtek, amelyek végső célja több hatalom és pénz megszerzése. ";https://magyarnemzet.hu/belfold/2022/05/helyreigazitas-111;2022/05/16;12:37;1
